,url,title,image,description,category,balance,currency,progress,project_id
56,https://www.indiegogo.com/projects/e-knee-your-customized-intelligent-knee-support--2/pica,E-Knee: Your Customized Intelligent Knee Support,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nqfqq0yhwio8nakl9wfw.jpg",Custom Size | Real-time Support | Never Fall Off,FASHION & WEARABLES,"$1,685,384 ",HKD raised,"1,078%",https://www.indiegogo.com/projects/e-knee-your-customized-intelligent-knee-support--2/pica
57,https://www.indiegogo.com/projects/incharge-x-the-100w-swiss-army-knife-of-cables/pica,inCharge X - The 100W Swiss Army Knife of Cables,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qghi9vqbp9l6dvvv9sux.jpg","The most crowdfunded cable EVER is back! Tiny, Universal, Ultra Powerful keyring cable.",PHONES & ACCESSORIES,"€593,469 ",EUR raised,"4,921%",https://www.indiegogo.com/projects/incharge-x-the-100w-swiss-army-knife-of-cables/pica
58,https://www.indiegogo.com/projects/the-smallest-240w-laptop-charger-with-pd-3-0/pica,The Smallest 240W Laptop Charger with PD 3.0,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mtsitf6ozigmpjsmzxpe.jpg","The 240W GaN charger is the new addition to SlimQ GaN mini charger series, from 30W to 240W",PHONES & ACCESSORIES,"$70,780 ",USD raised,708%,https://www.indiegogo.com/projects/the-smallest-240w-laptop-charger-with-pd-3-0/pica
59,https://www.indiegogo.com/projects/cuddy-the-best-portable-composting-toilet/pica,"Cuddy, the best portable composting toilet","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bmasb3c0eo8oyxloncrx.jpg",Going greener has never been easier.,TRAVEL & OUTDOORS,"$130,307 ",USD raised,130%,https://www.indiegogo.com/projects/cuddy-the-best-portable-composting-toilet/pica
60,https://www.indiegogo.com/projects/the-book--28/pica,The Book,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/d7tln1i9lmwwpmamrla9.jpg",The Ultimate Guide To Rebuilding A Civilization. Over 400 pages of detailed illustrations.,WRITING & PUBLISHING,"$2,596,776 ",USD raised,"29,334%",https://www.indiegogo.com/projects/the-book--28/pica
61,https://www.indiegogo.com/projects/ninebot-kickscooter-f-series-function-fashion-fun/pica,Ninebot KickScooter F Series: Function Fashion Fun,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hrvt2j2bcylieq33adfl.jpg",18.6 mph* Top Speed | 25-Mile* Max Range | 20%* Hill Grade | 10-inch Pneumatic Tire | 3 Riding Modes,TRANSPORTATION,"$141,019 ",USD raised,"1,410%",https://www.indiegogo.com/projects/ninebot-kickscooter-f-series-function-fashion-fun/pica
62,https://www.indiegogo.com/projects/the-couch-console/pica,The Couch Console,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/urdkd1ec5tcdkc2qln2i.jpg","Cupholder, snack cup, phone stand, charging dock, remote tray, storage. All in a modular pack",HOME,"$2,657,785 ",USD raised,"15,867%",https://www.indiegogo.com/projects/the-couch-console/pica
63,https://www.indiegogo.com/projects/return-of-the-living-dead-ready-to-party/pica,Return of the Living Dead: Ready to Party!,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zq3ueud4tudyznddgwtw.jpg","Help fund the website for official merch, new movie updates and more!",FILM,"$40,845 ",USD raised,355%,https://www.indiegogo.com/projects/return-of-the-living-dead-ready-to-party/pica
64,https://www.indiegogo.com/projects/return-of-the-living-dead-ready-to-party/pica,Return of the Living Dead: Ready to Party!,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zq3ueud4tudyznddgwtw.jpg","Help fund the website for official merch, new movie updates and more!",FILM,"$40,845 ",USD raised,355%,https://www.indiegogo.com/projects/return-of-the-living-dead-ready-to-party/pica
65,https://www.indiegogo.com/projects/helium--5/pica,Helium,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/gon4dekoalbdbjchtdf0.jpg",Grumble Pup Theatre are bringing their debut show Helium to The Space in 2021!,DANCE & THEATER,£350 ,GBP raised,18%,https://www.indiegogo.com/projects/helium--5/pica
66,https://www.indiegogo.com/projects/kaiketsu/pica,Kaiketsu,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jowad0nb5nbx0rg959yj.jpg",After the death of his master a samurai goes on a quest of revenge in hopes of finding inner peace,FILM,"$4,915 ",USD raised,98%,https://www.indiegogo.com/projects/kaiketsu/pica
67,https://www.indiegogo.com/projects/gunship-thunderpunch-book-2-synthwave-album/pica,Gunship Thunderpunch Book 2 & Synthwave Album,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/fdl33aiufeqgg7ly67kc.jpg","Martians took her son. Now her only hope is a convict, a hillbilly, and an old transforming gunship.",COMICS,"$20,889 ",USD raised,"4,178%",https://www.indiegogo.com/projects/gunship-thunderpunch-book-2-synthwave-album/pica
68,https://www.indiegogo.com/projects/pecron-s1500-most-compact-portable-power-station--2/pica,Pecron S1500: Most Compact Portable Power Station,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/j7szkqf9qzndgs3txdd0.jpg",Compact Design / 1461.6Wh Capacity / 1500W Output / Super Fast Charging / 25lbs Smallest,ENERGY & GREEN TECH,"$110,064 ",USD raised,37%,https://www.indiegogo.com/projects/pecron-s1500-most-compact-portable-power-station--2/pica
69,https://www.indiegogo.com/projects/let-me-have-my-son-the-movie/pica,Let Me Have My Son - The Movie,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jdrxota3b6fmjqwiw2rh.jpg","A riveting, feature-length drama depicting a father's desperate search for his mentally ill son.",FILM,"$6,545 ",USD raised,13%,https://www.indiegogo.com/projects/let-me-have-my-son-the-movie/pica
70,https://www.indiegogo.com/projects/slow-high-performance-himalayan-hemp-jeans/pica,SLOW : High Performance Himalayan Hemp Jeans.,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/erc03prti9vi2zxdcecd.jpg","Save 3500 liters of water | Sustainable Himalayan Hemp Jeans | Keep sweat, odor, and UV rays away",FASHION & WEARABLES,"$15,985 ",USD raised,137%,https://www.indiegogo.com/projects/slow-high-performance-himalayan-hemp-jeans/pica
71,https://www.indiegogo.com/projects/basic-test-campaign/pica,Basic Test Campaign,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hgfxxuqciyualwyje2fl.jpg",test,DANCE & THEATER,"$1,326,272 ",USD raised,"3,643%",https://www.indiegogo.com/projects/basic-test-campaign/pica
72,https://www.indiegogo.com/projects/macgregor-s-bar-goes-to-golspie/pica,MacGregor's Bar goes to Golspie,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/t1x2gv0ftikhtw54poko.jpg",The multi-award winning MacGregor's Bar takes to the North Coast 500,FOOD & BEVERAGES,"£10,694 ",GBP raised,43%,https://www.indiegogo.com/projects/macgregor-s-bar-goes-to-golspie/pica
73,https://www.indiegogo.com/projects/catalyst-coffee-co/pica,Catalyst Coffee Co,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/d6nsbrlivkfqqsyc5ihc.jpg",Bringing a Portland coffee flair to the wonderful city of Yakima.,LOCAL BUSINESSES,"$6,415 ",USD raised,43%,https://www.indiegogo.com/projects/catalyst-coffee-co/pica
74,https://www.indiegogo.com/projects/m-feature-film/pica,M: Feature Film,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qdzo1hvigvgylzliulke.jpg",A modernized version of Macbeth follows a rock band who navigates a night full of desire and magic.,FILM,"$1,755 ",USD raised,33%,https://www.indiegogo.com/projects/m-feature-film/pica
75,https://www.indiegogo.com/projects/sterilization-the-best-portable-disinfecting-unit/pica,"Sterilization,The Best Portable Disinfecting Unit","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jxydqok3itie38r2m6af.jpg","A Portable &Powerful &Compact ,Natural Disinfecting Device,Chemical Free Ozone Sterilizer",HEALTH & FITNESS,"$7,528 ",HKD raised,188%,https://www.indiegogo.com/projects/sterilization-the-best-portable-disinfecting-unit/pica
76,https://www.indiegogo.com/projects/student-experimental-film--2/pica,Student Experimental Film,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tghv9bfq3enb2pihc5an.jpg",A short experimental film based on an original poem about self love and body image.,FILM,"$2,000 ",USD raised,100%,https://www.indiegogo.com/projects/student-experimental-film--2/pica
77,https://www.indiegogo.com/projects/student-experimental-film--2/pica,Student Experimental Film,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tghv9bfq3enb2pihc5an.jpg",A short experimental film based on an original poem about self love and body image.,FILM,"$2,000 ",USD raised,100%,https://www.indiegogo.com/projects/student-experimental-film--2/pica
78,https://www.indiegogo.com/projects/innocent-a-short-film/pica,INNOCENT - A short film,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/d7nh84ybqa03q8hbwmzj.jpg",Daniel fears he's done something terrible...,FILM,£335 ,GBP raised,21%,https://www.indiegogo.com/projects/innocent-a-short-film/pica
79,https://www.indiegogo.com/projects/man-brows-a-short-film/pica,Man Brows - A Short Film,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nnhhb3aaawgm5c0nf5da.jpg","An Indian-American teen confronts his ""masculine"" insecurities when he gets his brows threaded.",FILM,"$1,555 ",USD raised,21%,https://www.indiegogo.com/projects/man-brows-a-short-film/pica
80,https://www.indiegogo.com/projects/kesh-s-table-in-your-town/pica,Kesh's Table In Your Town,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hyq8osbqfjo5dro2ixro.jpg",Itinerant Chef with a world of food coming to your town. Join the adventure.,FOOD & BEVERAGES,$547 ,USD raised,1%,https://www.indiegogo.com/projects/kesh-s-table-in-your-town/pica
81,https://www.indiegogo.com/projects/the-unmistakable-misery-of-the-spreadsheet/pica,The Unmistakable Misery of the Spreadsheet,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vw1ythsomaybkteyc2zr.jpg",A new short film capturing the search for work life balance.,FILM,$220 ,USD raised,7%,https://www.indiegogo.com/projects/the-unmistakable-misery-of-the-spreadsheet/pica
82,https://www.indiegogo.com/projects/el-efecto-darma/pica,El Efecto Darma,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qe0srgrlajf7h0kmn0lv.jpg","Una película sobre el cine, el amor y los sueños.",FILM,"€7,920 ",EUR raised,40%,https://www.indiegogo.com/projects/el-efecto-darma/pica
83,https://www.indiegogo.com/projects/poopail-world-s-best-2-in-1-solution-for-dog-poop/pica,PooPail: World’s best 2-in-1 solution for dog poop,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/risovyggukaecd0cafyh.jpg","Pick up and store your dog's waste for up to a week! No smell, no hassle. No more poopy days!",HOME,"$509,827 ",USD raised,"9,277%",https://www.indiegogo.com/projects/poopail-world-s-best-2-in-1-solution-for-dog-poop/pica
84,https://www.indiegogo.com/projects/foreign-language-phrasebooks-with-spoken-audio/pica,Foreign Language Phrasebooks with Spoken Audio,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/fe9pg90uklcwqohkfqic.jpg","Hear every word and phrase you read, spoken by native speakers, without downloading an app.",EDUCATION,$292 ,CAD raised,58%,https://www.indiegogo.com/projects/foreign-language-phrasebooks-with-spoken-audio/pica
85,https://www.indiegogo.com/projects/turbohub-world-s-fastest-ssd-6-in-1-usb-c-hub/pica,TurboHub: World’s Fastest SSD & 6-in-1 USB-C Hub,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/db2hq1q6mkwggxavdykr.jpg",4TB SSD + Thunderbolt 3 + USB 3.1 Gen2 + USB Gen 3.1+ HDMI 2.0 + SD UHS-II + 1000Mbps Ethernet,PHONES & ACCESSORIES,"$8,560,926 ",HKD raised,"6,898%",https://www.indiegogo.com/projects/turbohub-world-s-fastest-ssd-6-in-1-usb-c-hub/pica
86,https://www.indiegogo.com/projects/scoutpro-240w-powerbank-fits-in-your-back-pocket/pica,"ScoutPro 240w Powerbank, Fits In Your Back Pocket","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ctaqun9cutp95aqtf1mr.jpg","200w PD laptop / phone / tablet fast charging. 100w PPS, MagSafe, Apple & Samsung Watch charging.",ENERGY & GREEN TECH,"$520,352 ",USD raised,"4,948%",https://www.indiegogo.com/projects/scoutpro-240w-powerbank-fits-in-your-back-pocket/pica
87,https://www.indiegogo.com/projects/keepods-keeps-your-earbuds-secure-no-matter-what/pica,"Keepods: Keeps Your Earbuds Secure, No Matter What","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mmkuisnt88vfi0ltfvcn.jpg","Do you love exercising, but hate when your earbuds fall out? Now, there's a better way...",HEALTH & FITNESS,"$264,003 ",USD raised,"2,240%",https://www.indiegogo.com/projects/keepods-keeps-your-earbuds-secure-no-matter-what/pica
88,https://www.indiegogo.com/projects/time-cop-a-love-letter-to-80-s-action/pica,TIME COP - A Love Letter to 80's Action,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ysvuukf8fscdsmzf81r3.jpg","Time Cop is a labor of love. 2 heroes face Uncle Tony; part mob-boss, part druglord, part Pizza-man.",FILM,"$6,724 ",USD raised,45%,https://www.indiegogo.com/projects/time-cop-a-love-letter-to-80-s-action/pica
89,https://www.indiegogo.com/projects/glo-most-efficient-portable-4k-wireless-monitor/pica,Glo:Most Efficient Portable 4k wireless Monitor,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dk7jugj2s0qcpad7gooz.jpg","144Hz Refresh Rate,1ms Response Time,WirelessHD connection,24 Hours Battery life,4K UHD,ZERO latency",PRODUCTIVITY,"$93,787 ",USD raised,"1,801%",https://www.indiegogo.com/projects/glo-most-efficient-portable-4k-wireless-monitor/pica
90,https://www.indiegogo.com/projects/glo-most-efficient-portable-4k-wireless-monitor/pica,Glo:Most Efficient Portable 4k wireless Monitor,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dk7jugj2s0qcpad7gooz.jpg","144Hz Refresh Rate,1ms Response Time,WirelessHD connection,24 Hours Battery life,4K UHD,ZERO latency",PRODUCTIVITY,"$93,787 ",USD raised,"1,801%",https://www.indiegogo.com/projects/glo-most-efficient-portable-4k-wireless-monitor/pica
91,https://www.indiegogo.com/projects/the-hypercube/pica,The HyperCube,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lnvmaoxbcnskbv9rnbxt.jpg","Sound reactive, app-enabled, hyper-chromatic art that will transport you to another dimension",HOME,"$759,740 ",USD raised,136%,https://www.indiegogo.com/projects/the-hypercube/pica
92,https://www.indiegogo.com/projects/ever-forward-club-the-adventure-card-game/pica,Ever Forward Club: The Adventure Card Game,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wmpkckgkvuiu6ifevtj7.jpg",Support this global movement of connection & belonging by launching this adventure card game!,TABLETOP GAMES,"$4,055 ",USD raised,41%,https://www.indiegogo.com/projects/ever-forward-club-the-adventure-card-game/pica
93,https://www.indiegogo.com/projects/leoway-2wd-escooter-lightest-powerful-safely/pica,"LEOWAY 2WD eScooter - Lightest, Powerful, Safely!","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dsfzjojizpys9zxf0eyq.jpg","Dual-Motor: 2x350W, GE-20km/h, EU-25km/h, US-28mph, 90km/56miles, 18kg/40lbs, 721(491+230)Wh, 10inch",TRANSPORTATION,"€87,217 ",EUR raised,514%,https://www.indiegogo.com/projects/leoway-2wd-escooter-lightest-powerful-safely/pica
94,https://www.indiegogo.com/projects/smack/pica,Smack,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/foiznie4abouhuvegtca.jpg","""I wasn't addicted to the drug. I was addicted to you.""",FILM,"$6,737 ",USD raised,45%,https://www.indiegogo.com/projects/smack/pica
95,https://www.indiegogo.com/projects/the-coin-a-short-film-road-to-feature/pica,The Coin - A Short Film -Road to Feature,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/astykb42wtikfdojzv5z.jpg",A girl in a broken home with a broken heart is desperately in pursuit of finding her self worth.,FILM,"$1,525 ",USD raised,44%,https://www.indiegogo.com/projects/the-coin-a-short-film-road-to-feature/pica
96,https://www.indiegogo.com/projects/rapid-ssd-interchangeable-high-speed-portable-ssd/pica,Rapid SSD-Interchangeable High-Speed Portable SSD,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/koqvxyhpdyeglrb4zg76.jpg","Built-in USB-A , USB-C & Lightning l 550MB/s Read & Write Speed l Secure | 2TB Capacity | Smallest",PHONES & ACCESSORIES,"$575,982 ",HKD raised,"1,440%",https://www.indiegogo.com/projects/rapid-ssd-interchangeable-high-speed-portable-ssd/pica
97,https://www.indiegogo.com/projects/fox-tale-it-s-time/pica,Fox Tale- It's Time!,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jykxdx3wxklm1zy3oq3b.jpg",Creating an environment where culture can grow,CREATIVE WORKS,"$19,484 ",USD raised,39%,https://www.indiegogo.com/projects/fox-tale-it-s-time/pica
98,https://www.indiegogo.com/projects/shall-not-be-infringed-patches-c-z--2/pica,Shall Not Be Infringed Patches - C Z,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/frxjlkwglzvx8s1wgviq.jpg",Patches in support of the right to bear arms.,FASHION & WEARABLES,$130 ,USD raised,26%,https://www.indiegogo.com/projects/shall-not-be-infringed-patches-c-z--2/pica
99,https://www.indiegogo.com/projects/aaron-sinclair-nature-album-trees-and-turtles/pica,AARON SINCLAIR -NATURE ALBUM - TREES AND TURTLES,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/yvgmxidnvhfbohqxp87g.jpg","A fundraiser for planting trees and saving turtles, via my debut album Notes of Nature",ENVIRONMENT,"$3,090 ",USD raised,103%,https://www.indiegogo.com/projects/aaron-sinclair-nature-album-trees-and-turtles/pica
100,https://www.indiegogo.com/projects/overactive-short-film/pica,Overactive Short Film,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/udq0sn2rk2ta7sbla4ix.jpg","We are raising funds to make Overactive, a short film about one Black woman's mental health.",FILM,$480 ,USD raised,16%,https://www.indiegogo.com/projects/overactive-short-film/pica
101,https://www.indiegogo.com/projects/bill-s-44th-new-original-puppet-show/pica,Bill's 44th - New & Original Puppet Show!,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kpth7d7agcmygowmby2i.jpg",An original puppet show that will be performed live while simultaneously broadcast online this June!,DANCE & THEATER,"$9,570 ",USD raised,137%,https://www.indiegogo.com/projects/bill-s-44th-new-original-puppet-show/pica
102,https://www.indiegogo.com/projects/pxcycle-most-powerful-urban-mountain-ebike/pica,pXcycle Most Powerful Urban Mountain eBike,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vof13c8rfyllesenhthj.jpg",You Now Have the Power to Shrink Cities & Level Mountains,TRANSPORTATION,"$436,327 ",USD raised,"1,592%",https://www.indiegogo.com/projects/pxcycle-most-powerful-urban-mountain-ebike/pica
103,https://www.indiegogo.com/projects/pxcycle-most-powerful-urban-mountain-ebike/pica,pXcycle Most Powerful Urban Mountain eBike,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vof13c8rfyllesenhthj.jpg",You Now Have the Power to Shrink Cities & Level Mountains,TRANSPORTATION,"$436,327 ",USD raised,"1,592%",https://www.indiegogo.com/projects/pxcycle-most-powerful-urban-mountain-ebike/pica
104,https://www.indiegogo.com/projects/solo-v2-safety-net-against-phishing/pica,Solo V2 - Safety Net Against Phishing,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/gffo9esrg5sfbu5udyqe.jpg","Security key to protect Gmail, Twitter, GitHub. Open, improved NFC, water resistant, reversible USB.",TECH & INNOVATION,"$481,144 ",USD raised,"7,735%",https://www.indiegogo.com/projects/solo-v2-safety-net-against-phishing/pica
105,https://www.indiegogo.com/projects/les-souvenirs-d-azvaltya-3--2/pica,Les souvenirs d'Azvaltya 3,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/whzmaq3swnwskzax5tut.jpg","L'Atelier Auderset est de retour pour sa toute nouvelle BD: Les Souvenirs d'Azvaltya, tome 3 !",COMICS,"€27,067 ",EUR raised,30%,https://www.indiegogo.com/projects/les-souvenirs-d-azvaltya-3--2/pica
106,https://www.indiegogo.com/projects/chronicles-of-a-broken-path/pica,Chronicles Of A Broken Path,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tvfbomfpv7hy7krn7lxg.jpg","A high fantasy project being produced in Austin, Texas.",FILM,"$2,930 ",USD raised,117%,https://www.indiegogo.com/projects/chronicles-of-a-broken-path/pica
107,https://www.indiegogo.com/projects/matt-brooker-s-debut-album/pica,Matt Brooker's Debut Album,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/h7ldydhckalkemzzg8nt.jpg",Raising funds for a jazz album inspired by my friends and family after a year in quarantine.,MUSIC,"$1,285 ",USD raised,11%,https://www.indiegogo.com/projects/matt-brooker-s-debut-album/pica
108,https://www.indiegogo.com/projects/square-off-neo-swap-smart-automated-board-games/pica,Square Off NEO & SWAP: Smart Automated Board Games,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ybupjyyxfzuutr6g0wgc.jpg",AI enabled board games with self-moving pieces which come with multiple games & a built-in coach.,HOME,"$1,076,584 ",USD raised,"1,254%",https://www.indiegogo.com/projects/square-off-neo-swap-smart-automated-board-games/pica
109,https://www.indiegogo.com/projects/mutesync-a-physical-mute-button-for-video-calls/pica,mütesync: a physical mute button for video calls,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/eixb4ta9utoluu8lmnlq.jpg","Our lighted, physical mute button toggles mute and shows others when your mic is live!",PRODUCTIVITY,"$55,393 ",USD raised,550%,https://www.indiegogo.com/projects/mutesync-a-physical-mute-button-for-video-calls/pica
110,https://www.indiegogo.com/projects/the-catholic-girls-45-vinyl-2-new-songs/pica,THE CATHOLIC GIRLS 45 VINYL 2 NEW SONGS,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qqjx0krjaijaifnllalf.jpg",Help The Catholic Girls Get Back Onto Vinyl With Two New Songs.,MUSIC,$128 ,USD raised,5%,https://www.indiegogo.com/projects/the-catholic-girls-45-vinyl-2-new-songs/pica
111,https://www.indiegogo.com/projects/help-the-starlight-shine/pica,Help the Starlight Shine,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bjkwn7lbolo7vieg6y31.jpg",The Debut Record for William & The Texas Starlight,MUSIC,"$8,100 ",USD raised,65%,https://www.indiegogo.com/projects/help-the-starlight-shine/pica
112,https://www.indiegogo.com/projects/ampe-study-or-leap-into-the-sky-black-girl/pica,"Ampe Study or Leap into the Sky, Black Girl","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/oo2hubzhiyu4d61rhqur.jpg","Through the game, ampe, a group of Ghanaian girls retrace the steps back to their childhood selves.",FILM,"$3,185 ",USD raised,25%,https://www.indiegogo.com/projects/ampe-study-or-leap-into-the-sky-black-girl/pica
113,https://www.indiegogo.com/projects/women-behind-the-wheel--2/pica,Women Behind the Wheel,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zasmv1osmezckwzdxafr.jpg",Two British women take a road trip across Central Asia on a journey to uncover women’s stories.,FILM,"£1,430 ",GBP raised,29%,https://www.indiegogo.com/projects/women-behind-the-wheel--2/pica
114,https://www.indiegogo.com/projects/physical-production/pica,Physical Production,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ran8jwh30blu1texbghz.jpg",Help us help Jim.,FILM,"$1,835 ",USD raised,9%,https://www.indiegogo.com/projects/physical-production/pica
115,https://www.indiegogo.com/projects/build-digital-ceramic-with-home-use-microwave-kiln/pica,Build Digital Ceramic With Home Use Microwave Kiln,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ltlxfkiocnzjdlmqpdbe.jpg","Powerful, Easy to Use and Affordable, Cerambot Eazao turns your home to a pottery studio.",TECH & INNOVATION,"$294,079 ",USD raised,"2,845%",https://www.indiegogo.com/projects/build-digital-ceramic-with-home-use-microwave-kiln/pica
